





PK;NOMBRE;SUBTIPO;DESCRIPCION;FECHA;AUTORES;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
400247;"El perro";"Estatua";"Alzada en los jardines del Hospital Central de la Defensa Gómez Ulla a finales de los años ochenta, la estatua en cuestión conmemora a uno de los animales domésticos por excelencia en su cualidad de amigo y beneficiario del hombre. Fue promovida a instancias de la citada entidad sanitaria y erigida en 1989, estando vinculada, por razones históricas y topológicas, al recinto hospitalario, una de las instalaciones más emblemáticas del distrito de Latina (aunque comúnmente se asocia a Carabanchel), agazapado en una pradera próxima a una de las edificaciones del hospital donde estuviera un centro veterinario asociado al Centro Militar de Veterinaria de la Defensa, que, nacido en 1904, y tras múltiples vicisitudes y emplazamientos, se trasladaría a Madrid en 1942, ubicándose en 1961 en Carabanchel. A finales de 1986 se inaugurarán las instalaciones hoy día en vigor de Campamento, y, quizá, la estatua fuera concebida al socaire de las celebraciones en 1988 del cincuentenario del nacimiento del centro considerado verdaderamente embrión del actual organismo veterinario, el Parque Central de Veterinaria instalado en 1938 en Valladolid.";"1989";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400247.pdf?idMonumento=0428091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0428091d1b9c4510091d1b9c45102e085a0aRCRD";"Ejército";"Gta";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ALUCHE";"LATINA";"436569";"4471486";"";"";"";"";"";""; 
408566;"El perro callejero";"Estatua";"Instalado en el Zoo de la Casa de Campo, esta sugestiva escultura conmemora al perro como un animal casi mítico, vinculado  históricamente, como animal doméstico por excelencia, a la vida del hombre y de las sociedades humanas; en este caso, se trataría además de la representación del perro callejero por parte del artista tudense Juan Oliveira, el mejor animalista que hasta su muerte, sucedida en 2002, existía en Europa, según Xosé Luis Méndez Ferrín, y autor de la famosa fuente de los caballos de Vigo. De alguna manera, sirve como contrapunto del grupo escultórico de Félix Rodríguez de la Fuente, también presente en el Zoo como “el amigo de los animales”, en tanto que el perro sería “el mejor amigo del hombre”. Inaugurada en 1980, su estatua se vincula al Zoo desde su  libre y desenfadada presencia, donde se combina por igual el apasionamiento y el sentido reflexivo del escultor, en el escenario natural de una breve pradera.";"1980";"OLIVEIRA VIEITEZ, Juan José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408566.pdf?idMonumento=2118091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2118091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"435335";"4473601";"";"";"";"";"";""; 
409542;"El Portillo de los Pinos";"Puerta, Arco triunfal";"Puede estimarse lógicamente que el origen de la construcción del portillo de los Pinos debería coincidir con el general de las tapias primitivas del parque, de 1769, o ser a lo sumo de una fecha aproximada. Nacería, al igual que la puerta del Zarzón, con objeto de facilitar el paso peatonal entre la zona de Somosaguas y la Casa de Campo por su flanco occidental. Su situación, hacia el norte de la puerta de Somosaguas, encauza el discurrir paralelo a las tapias hacia el norte del parque, encontrándose a medio camino del paso a través de la cerca del muy importante arroyo Antequina. De hecho, esta puerta completa el conjunto de accesos a la Casa de Campo desde el borde occidental de la misma, el más alejado de la ciudad: las puertas del Zarzón, Rodajos y Somosaguas y el portillo de los Pinos. Frente a la plástica clasicista y de discreta escala monumental de las puertas gemelas de Rodajos y de Somosaguas, el portillo de los Pinos y la puerta del Zarzón  (arruinada y reconstruida según el modelo del portillo), se desarrollan en una estética de clave mudéjar en unidad y prolongación natural con el discreto porte de las iniciales cercas de cerramiento del recinto.";"Siglo 1700";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409542.pdf?idMonumento=6e98091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6e98091d1b9c4510091d1b9c45102e085a0aRCRD";"Casa de Campo";"Pq";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"434724";"4476267";"";"";"";"";"";""; 
400495;"El Pueblo Español tiene un camino que conduce a una estrella";"Escultura conceptual o abstracta";"La escultura 'El pueblo español tiene un camino que conduce a una estrella', obra del artista Alberto Sánchez, fue encargada por el gobierno republicano en plena Guerra Civil para ubicarse en la entrada del pabellón español de la Exposición Internacional de París de 1937, diseñado por Sert y Lacasa. Destruida al terminar la muestra, se conservó al menos los bocetos y la maqueta. A partir de éstos, y por encargo del Ministerio de Cultura, Jordi Ballester y Agustín Villanueva, escultores de fallas, realizaron una réplica a escala natural para anunciar y acompañar la exposición antológica de Alberto Sánchez, celebrada en 2001 en el Centro Nacional de Arte Reina Sofía. Tras la exhibición, inaugurada el 26 de junio, se pensó trasladar la réplica al patio del museo, pero finalmente se mantuvo en su posición inicial, en el acceso principal al edificio. Existe, además, otra copia de menor escala en la plaza de Barrionuevo de Toledo, su ciudad natal, y otra réplica en el Centro de Talleres de Creatividad de la calle Sierra Carbonera, realizada en 1986, bajo la dirección del profesor Fernando Lasaga, por el grupo de modelado del Centro Sociocultural Alberto Sánchez. Al ser encargada por el gobierno español en plena contienda, ha sido entendida como una llamada de atención a la destrucción de la sociedad española por la Guerra Civil, así como un símbolo político del régimen republicano al transmitir un mensaje de esperanza a la población. No en vano, se acompañaba de múltiples obras de arte que denunciaban esta situación, especialmente el “Guernica” de Picasso.Alberto Sánchez Pérez, nacido en Toledo en 1895, se dedicó a la escultura influido por López Barradas y el cubismo; fue uno de los fundadores con Benjamín Palencia de la Escuela de Vallecas en 1927, cuya inspiración era el paisaje castellano, y participó en el teatro La Barraca, junto a García Lorca; tuvo que exiliarse al terminar la guerra, y falleció en Moscú en 1962, donde colaboró con los movimientos artísticos rusos. Prácticamente desconocido, está considerado como uno de los principales representantes españoles de la escultura organicista, cercana al surrealismo pero de gran sencillez y raíces rurales. Precisamente, una de sus más famosas esculturas, 'El pueblo español tiene un camino que conduce a una estrella', responde en su formalización a estos principios, con temas orgánicos en el modelado, tanto antropomorfos y zoomorfos como referencias al paisaje castellano en sus texturas, con orificios y porosidades. Este tratamiento organicista contrastaba con el estilo racionalista propio del Movimiento Moderno del Pabellón español de Sert y Lacasa.";"2001";"BALLESTER BONILLA, Jordi - VILLANUEVA COLLAR, Agustín";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400495.pdf?idMonumento=4748091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4748091d1b9c4510091d1b9c45102e085a0aRCRD";"Sánchez Bustillo";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"EMBAJADORES";"CENTRO";"441228";"4473566";"40.40875801495883";"-3.6939513782964988";"";"";"";""; 
409174;"El Racing Club a los héroes de África";"Elemento conmemorativo, Lápida";"El Racing Club de Chamberí fue uno de los primeros clubes de fútbol que se formaron en Madrid, pues se fundó en 1911, aunque desapareció en 1930, por lo que sus jugadores pasaron al Club de Fútbol Castilla. En los primeros años de su existencia sufrió dolorosamente las consecuencias de las guerras africanas en el Rif contra los nativos marroquíes, ya que este triste episodio –que tanto influyó en la historia española posterior– supuso una sangría entre los jóvenes de esos años, pues el ejército allí destinado estaba formado por soldados de reemplazo sin formación, motivación ni experiencia. Para conmemorar estos sucesos, que afectaron a tantos hombres de España, sobre todo durante los cuatro años (1921–1925) que duró la etapa final de la interminable guerra africana, y al año de acabarse la misma, el Racing Club solicitó al Ayuntamiento la instalación de esta placa, que fue colocada el 14 de Septiembre de 1926 en la Tenencia de Alcaldía del distrito de Chamberí, que había sido construida en 1890 por los arquitectos Enrique Sánchez Rodríguez y José López Sallaberry.";"1926";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409174.pdf?idMonumento=eac8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=eac8091d1b9c4510091d1b9c45102e085a0aRCRD";"CHAMBERI";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"440871";"4476057";"40.43305957226368";"-3.6971236062808535";"";"";"";""; 
409234;"El Vecino Curioso";"Estatua";"Con motivo de las obras de Urbanización e Infraestructuras del Eje de la Calle Mayor y dentro de los convenios de rehabilitación del Patrimonio Edificado y Urbano, firmados entre la Comunidad y el Ayuntamiento de Madrid en noviembre de 1996, se aprobó el proyecto de la musealización de las ruinas de la Iglesia de la Almudena. Se encargó al escultor Salvador Fernández Oliva la realización de una estatua en bronce, fundida en la Fundición Capa, para instalarla en ésta zona. La figura representa El vecino curioso, nombre dado por el escultor, que apoyado sobre una barandilla observa los restos conservados de la mencionada iglesia.Salvador Fernández Oliva, escultor español nacido en 1960, se tituló en Ingeniería por ICAI. Ha participado en las exposiciones de la Sala Julio González del Museo de Arte Contemporáneo en 1993 y en 1999 en la Galería Jovenart, obtenido en 1991 el Primer Premio “Manuel Viola” en San Lorenzo de El Escorial y en 1992 el Tercer Premio en Premio Ibercaja de Teruel.";"1999";"FERNÁNDEZ OLIVA, Salvador";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409234.pdf?idMonumento=e618091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e618091d1b9c4510091d1b9c45102e085a0aRCRD";"Almudena";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"PALACIO";"CENTRO";"439509";"4474088";"40.4152187560347";"-3.712994319712841";"";"";"";""; 
409333;"Elemento mecánico ferroviario";"Elemento de ornamentación";"Elemento mecánico, perteneciente a una antigua locomotora de tren, que se instaló en 1997 como pieza ornamental en el acceso al parque de Peñuelas desde la calle Arganda. Se trata de una alusión directa al uso ferroviario que tuvo esta zona antes de la realización del Pasillo Verde de Madrid, importante actuación urbanística, ejecutada entre 1989 y 1996, por la que se soterró el trazado del ferrocarril entre las estaciones de Príncipe Pío y Delicias con el propósito de crear nuevas zonas públicas y viviendas.El Pasillo Verde Ferroviario es un área de la ciudad de Madrid situada sobre la línea de ferrocarril de casi 7 km que trascurre entre la salida sur de la estación de Atocha y la estación de Príncipe Pío. Está situado en su casi totalidad en el distrito de Arganzuela entre eje formado por las rondas de Atocha, Valencia, Toledo y Segovia y el río Manzanares. Este trazado ferroviario tiene sus orígenes en la construcción de la línea ferroviaria de circunvalación que se gestó en el siglo XIX para unir las estaciones del Mediodía (Atocha) y del Norte (Príncipe Pío). Su construcción comenzó en 1860 y a lo largo de su recorrido se construyeron tres estaciones: Delicias, Peñuelas e Imperial.";"1997";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409333.pdf?idMonumento=4e48091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4e48091d1b9c4510091d1b9c45102e085a0aRCRD";"Arganda";"C";"V";"9";"";"";"";"";"MADRID";"MADRID";"";"ACACIAS";"ARGANZUELA";"440091";"4472448";"40.40048694546989";"-3.705980515830345";"";"";"";""; 
408567;"Elena Fortún";"Grupo Escultórico";"María de la Encarnación Gertrudis Jacoba Aragoneses y de Urquijo, (Madrid, 17 de noviembre de 1886-ibídem, 8 de mayo de 1952),Conocida por su pseudónimo literario de Elena Fortún. Fue una escritora dedicada a la literatura infantil y juvenil. Cursó estudios de biblioteconomía en la Residencia de Señoritas, dirigida por María de Maeztu.  Colaboró en la Asociación Libros junto a Carmen Conde, Ernestina de Champourcín o Enriqueta Martín entre otras. Fue socia del Lyceum Club Femenino, lugar de encuentro de las intelectuales en Madrid. Formó parte de la primera generación de feministas españolas con conciencia de grupo y comprometidas con los derechos de las mujeres.Los primeros trabajos firmados por Elena Fortún aparecen como colaboraciones periodísticas en la revista La Moda Práctica. Posteriormente comenzó a publicar un suplemento infantil  en el dominical Blanco y Negro. Creó el famoso personaje de Celia. La serie de libros sobre Celia respondía al aire de ruptura y modernidad de la II república española, y mostraba la rebeldía ante el modelo tradicional de mujer junto con la preocupación social.Trabajó también en las revistas como Cosmópolis, Crónica y Semana, y en las infantiles Macaco, El Perro, el Ratón y el Gato entre otras.Debido a la guerra civil y sus ideales fuertemente comprometidos con los ideales republicanos, tuvo que exiliarse a Buenos Aires, donde siguió su carrera de escritora. En 1948 decidió volver a España, en esta época mantuvo una intensa relación epistolar con escritoras como Norah Borges, Carmen Conde, Matilde Ras, Carmen Laforet  y Esther Tusquets.Falleció en Madrid a los 65 años el 8 de mayo de 1952. Cinco años después, los amigos y admiradores de esta escritora sensible y avanzada feminista encargaron al escultor José Planes su monumento en el Parque del Oeste, que permanece junto a la ría en un idílico prado con álamos y sequoias.";"1957";"PLANES PEÑALVER, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408567.pdf?idMonumento=c928091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c928091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438431";"4476342";"";"";"";"";"";""; 
408017;"Eloy Gonzalo 'Cascorro'";"Estatua";"Eloy Gonzalo García (1876-1897) tiene la categoría de “héroe madrileño”. Se crió en la inclusa y muy joven se alistó en el Ejército para combatir en la Guerra de Cuba; ya en la isla, el 6 de agosto de 1896 se ofreció como voluntario para incendiar las casas del fortín nacionalista del pueblo de Cascorro, en poder del enemigo. Para llevarlo a cabo se ató a la cintura una cuerda con la que, en caso de caer herido, sus compañeros pudieran arrastrar su cuerpo y llevarlo a las posiciones españolas, como finalmente ocurrió ya que logró realizar su gesta pero salió gravemente herido para morir a los pocos meses.La Corporación Municipal, bajo la presidencia de Alberto Aguilera, acordó el 20 de octubre de 1897 inmortalizarle como héroe y propuso la erección de un monumento. Se convocó un concurso al año siguiente, que ganó Aniceto Marinas. El acto de su inauguración se incluyó entre los fastos que se organizaron para celebrar la jura de bandera del rey Alfonso XIII, quién lo inauguró el 5 de junio de 1902. La estatua fue fundida en Barcelona, en la casa Masriera y Campins. La popularidad del héroe llevó a modificar la denominación de la plaza, entonces llamada de Nicolás Salmerón, pues enseguida empezó a citarse por todos los madrileños como “de Cascorro”, por lo que en 1913 el Ayuntamiento procedió oficialmente a cambiarlo.Aniceto Marinas (1866-1953), escultor de reconocido prestigio, estuvo pensionado por la Diputación de Segovia para estudiar en la Academia de Bellas Artes de San Fernando y más tarde en Roma. Participó en las Exposiciones nacionales e internacionales en las que obtuvo varios galardones y en muchos casos sus obras fueron adquiridas por el Estado. Realizó numerosos monumentos para todo el territorio español. En noviembre de 1903 fue nombrado Académico de San Fernando y el 1966 se le dedicó una Sala especial en la Exposición Nacional de Bellas Artes, conmemorando el centenario de su nacimiento.";"1898";"LÓPEZ SALABERRY, José - MARINAS Y GARCÍA, Aniceto";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408017.pdf?idMonumento=6208091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6208091d1b9c4510091d1b9c45102e085a0aRCRD";"Cascorro";"Pza";"V";"";"";"";"";"";"MADRID";"MADRID";"";"EMBAJADORES";"CENTRO";"439988";"4473530";"40.410226706562156";"-3.7072962258939013";"";"";"";""; 
408356;"Embarcadero del Estanque del Retiro";"Edificación singular";"El embarcadero del Estanque Grande del Parque del Retiro fue construido a comienzos de siglo para sustituir funcionalmente al que se remontaba a la época de Fernando VII, proyectado por el arquitecto Isidro González Velázquez y entonces en ruinas, el cual se situaba en un lugar más principal, donde hoy se halla el Monumento a Alfonso XII. Aunque ya han desaparecido, los cuerpos extremos del templete contaban con chapiteles. Este conjunto del embarcadero antiguo del estanque del Parque del Retiro es una pieza arquitectónica, como otros elementos con tal carácter del Parque, que tienen un uso o lo han tenido, aun cuando sirvan también como piezas ornamentales.";"1917";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408356.pdf?idMonumento=41e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=41e8091d1b9c4510091d1b9c45102e085a0aRCRD";"Estanque (Parque del Retiro)";"Pº";"V";"";"";"";"";"";"MADRID";"MADRID";"";"JERÓNIMOS";"RETIRO";"441933";"4474412";"40.418310166004126";"-3.684454707612634";"";"";"";""; 
408042;"Emilia Pardo Bazán";"Estatua";"Emilia Pardo Bazán nació en La Coruña en 1851 y murió en Madrid en 1921. Fue una de las escritoras más eminentes del siglo XIX y una de las primeras feministas de su época.Escribió más de quinientas obras en todos los géneros literarios, aunque fue principalmente conocida como novelista. Hija de los condes de Pardo Bazán, se estableció en Madrid en 1869, un año después de contraer matrimonio. Fue ávida lectora de los clásicos españoles y de las novedades literarias extranjeras, que le influyeron fuertemente. Se dio a conocer como escritora con Estudio crítico de Feijoo en 1876 y una colección de poemas publicados por Giner de los Ríos. En 1879 publicó su primera novela, 'Pascual López', a la que siguieron en 1881 'Un viaje de novios' y en 1882 'La tribuna', con las que se inició en el naturalismo, corriente de la que fue la más ferviente impulsora en España. Entre sus obras más conocidas destacan 'Los Pazos de Ulloa', escrita en 1886, y 'La madre naturaleza' y 'La piedra angular', ambas de 1887. En 1891 fundó la revista Nuevo Teatro Crítico, y en 1908 publicó 'La sirena negra', escrita en el Ateneo de Madrid, del que fue nombrada Presidenta de la Sección de Literatura en 1906. Fue además Consejera de Instrucción Pública, Directora de la Biblioteca de la Mujer y catedrática de Literatura Contemporánea de Lenguas Neolatinas en la Universidad Central de Madrid en 1916.La idea de erigirle un monumento partió del periodista de El Imparcial, Eugenio Rodríguez de la Escalera, y fue la duquesa de Alba quién presidió el patronato para costearlo entre un grupo de mujeres españolas y argentinas, tal y como figura en la inscripción. Posteriormente se trasladó un escrito al conde de Romanones, Director de la Real Academia de Bellas Artes, organismo que convocó el concurso para su ejecución.Tras declararse desierto se adjudicó al escultor Rafael Vela del Castillo, quien realizó la estatua, y a Pedro Muguruza, arquitecto encargado del pedestal. Se instaló en la calle de la Princesa, frente a la casa donde estuvo su última morada, junto al Palacio de Liria. La inauguración tuvo lugar el 24 de junio de 1926 con asistencia de los reyes Alfonso XIII y Victoria Eugenia; la madre del primero, María Cristina; el Director de la Real Academia, el conde de Romanones, y el hijo de la escritora, el conde de la Torre de Cela. Fue restaurada tras la Guerra Civil y de nuevo en 1976, por el Ayuntamiento. Dentro del Plan de Actuación para la Restauración de Monumentos debido a la designación de Madrid como Capital Europea de la Cultura 1992 se volvió a restaurar con proyecto de 1990 y dirección de obra del arquitecto Manuel Rivero y el aparejador José Barrado, que finalizaron la actuación en 1991. En 1995, según la inscripción R 1995, es probable que hubiera otra restauración.El escultor Rafael Vela del Castillo nació en Madrid en 1892, se formó en la Escuela de Bellas Artes de San Fernando y fue escultor del Museo de Reproducciones Artísticas de Madrid; también realizó para Madrid el monumento a Tirso de Molina y la lápida al doctor García Siches.";"1926";"MUGURUZA OTAÑO, Pedro - VELA DEL CASTILLO, Rafael";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408042.pdf?idMonumento=0008b09812dc4510b09812dc45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0008b09812dc4510b09812dc45102e085a0aRCRD";"Princesa";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"UNIVERSIDAD";"CENTRO";"439532";"4475319";"40.42630982623611";"-3.7128402888657597";"";"";"";""; 
408378;"Emilio Castelar";"Grupo Escultórico";"Este monumento al historiador, periodista, académico, orador y político gaditano Emilio Castelar Ripoll (1832–1899) fue promovido por una comisión presidida por el capitán general José López Domínguez, que encargó el proyecto al ya célebre escultor valenciano Mariano Benlliure Gil (1862–1947); siendo erigido mediante una suscripción pública a la que se adhirieron más de mil ayuntamientos españoles, gremios, casinos, colegios de abogados, cámaras de comercio y agrícolas, entidades bancarias, y suscriptores de Méjico, Argentina, Francia, Inglaterra e Italia; recaudándose 298.512 ptas, incluidas 25.000 ptas del Cuerpo de Artillería que Castelar reinstauró, 7.500 ptas de la Diputación de Barcelona y 15.000 ptas del Ayuntamiento de Madrid, superando por poco las 280.000 ptas que costó finalmente el conjunto, sin contar el bronce cedido por ley del 28 de enero de 1906. Aunque en 1904 se planteó situarla en la plaza de Cibeles –entonces llamada precisamente de Emilio Castelar–, y luego en la de Cánovas del Castillo en lugar de la histórica fuente de Neptuno, que debería trasladarse al Retiro o a la Moncloa, finalmente se decidió colocarla en su actual ubicación, que pasó a llamarse desde entonces glorieta de Emilio Castelar, y de donde nunca se ha movido, aunque su instalación obligó a reubicar el motivo central de la llamada Fuente del Obelisco o Castellana –lo único que quedaba “in situ” de la obra del arquitecto Francisco Javier Mariátegui erigida en 1833 en ese lugar para celebrar el natalicio de la futura Isabel II–, que se traspasó primero a la plaza de Manuel Becerra –con un coste de 2.624’19 ptas asumido por la comisión promotora–, y en 1970 al nuevo parque de la Arganzuela, donde recuperó el pilón y las esfinges que tenía en origen.La inauguración tuvo lugar el 6 de julio de 1908 con un discurso del presidente del Consejo, Antonio Maura, al que replicó el alcalde, conde de Peñalver, que aceptó el monumento en nombre del pueblo de Madrid en presencia de la comisión promotora, los presidentes de ambas Cámaras legislativas y el Gobierno en pleno, numerosos diputados y senadores, junto a representantes de los Ayuntamientos de Zaragoza, Huesca y Toledo, la Universidad, Ateneo, Prensa y Cuerpo de Artillería, y diversas asociaciones de escritores y artistas, que sumaban en torno a dos mil personas.Poco después, hacia 1915, se protegió el conjunto y el ajardinamiento que lo rodeaba con una verja de forja y fundición, que se eliminaría años más tarde para facilitar la circulación rodada, reduciéndose simultáneamente el parterre circundante. Y ya bajo la dictadura del general Franco el conjunto perdió la inscripción con el lema de la Revolución Francesa que lo coronaba, que fue suprimida en 1941 y sólo repuesta al volver la democracia.Cuando recibió el encargo de  esta obra, Benlliure ya contaba con diversas esculturas en plazas y parques de Madrid, como las de Bárbara de Braganza ante el Palacio de Justicia, el teniente Ruiz de la plaza del Rey, Álvaro de Bazán en la de la Villa, Cassola en el Parque del Oeste, María Cristina de Borbón frente al Casón del Buen Retiro, Goya junto al Museo del Prado, y Alfonso XII y Martínez Campos en el Retiro, sin contar la estatua de San Mateo en la basílica de San Francisco el Grande; habiendo ejecutado ya en 1904 un bajorrelieve en homenaje a Castelar instalado en una sobrepuerta del Salón de Conferencias del Congreso de los Diputados, donde también se conserva una versión reducida en bronce –de 1’2 m de altura– de la figura del eminente político tal como aparece en su monumento, firmada: M. Benlliure, en el lado derecho, y vaciada por: LA Metaloplastica / CAMPINS Y CODINA / FUNDIDORES &amp;middot; MADRID, según se lee en una chapa del lado izquierdo.";"1908";"BENLLIURE Y GIL, Mariano";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408378.pdf?idMonumento=a728091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a728091d1b9c4510091d1b9c45102e085a0aRCRD";"EMILIO CASTELAR";"GLORIETA";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"DISTRITO";"441605";"4476282";"40.4351401346244";"-3.6884914615390842";"";"";"";""; 
424012;"Encuentro en la playa";"Elemento de ornamentación";"Esta obra es la última de una serie de esculturas y mosaicos decorativos realizados en el Poblado Mínimo de Vallecas, situado en Palomeras Bajas, con motivo de su remodelación integral (1979-1987), en la que se dedicó una especial atención a la creación de espacios públicos ajardinados, ornamentados y aptos para la convivencia. El equipo de arquitectos responsable de los trabajos: Jaime Alvear, Mariano Calle, José Manuel Pazos y Álvaro de la Peña, contó con la colaboración de la paisajista Sylvia Decorde y del escultor valenciano Javier Aleixandre, que coordinó la intervención de diversos artistas (escultores, ceramistas, paisajistas y pintores), que actuaron con absoluta libertad temática y creativa. Entre ellos destacan los nombres de Juan Bordes, Arcadio Blasco, Jesús Valverde y Joaquín Rubio Camín.Esta obra, del artista José Luis Pascual, está compuesta por tres mosaicos que decoran el zócalo lateral de un edificio de viviendas del barrio de Palomeras en Vallecas. José Luis Pascual es un pintor y escultor nacido en Barcelona en 1947. Arquitecto de formación, se ha dedicado desde 1975 a la actividad artística. En la actualidad dirige la galería de arte Trece de Ventallo.";"1991";"PASCUAL SAMARANCH, José Luis";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/424012.pdf?idMonumento=0558091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0558091d1b9c4510091d1b9c45102e085a0aRCRD";"Felipe de Diego";"Trav";"V";"2";"";"";"";"";"MADRID";"MADRID";"";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443688";"4470104";"40.37962183657809";"-3.6633882416814347";"";"";"";""; 
