





ID-EVENTO TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
11014034;"CINE MOL�N: THE STAINED CLUB / TIEMPO EN EL BOSQUE / DRY FLY / GREEN SKY / CHESS / (IN) RETURN / AT THE SANCHEZES / GORGAM-GALE MIRABAM";"";"0";"0";"";"";"2019-10-19 00:00:00.0";"2019-10-19 23:59:00.0";"";"THE STAINED CLUB (M�lanie Lopez, Simon Boucly, Marie Ciesielski, Alice Jaunet, Chan St�phie Peang, B�atrice Viguier / Francia / 2018 / 7?) Finn tiene manchas en la piel. Un d�a, conoce a un grupo de ni�os geniales con diferentes manchas en sus cuerpos.  Trailer  Versi�n original franc�s subtitulado en espa�ol.  TIEMPO EN EL BOSQUE (Juan Paul�n / M�xico / 2019 / 6?) PREMIERE MADRID Las memorias de un tiempo en el bosque y el recuerdo persistente de aquel momento.  Trailer  Sin di�logos.  DRY FLY (Rut Juan / Espa�a / 2018 / 5?) Margarito es una sedienta mosca a punto de morir en un caluroso d�a. Con un ala da�ada y sin poder volar divisa una gota de agua en la boca de una planta carn�vora. Margarito emprender� una serie de haza�as para poder alcanzar su objetivo sin morir en el intento.  Trailer  Sin di�logos  GREEN SKY (Akos Malindovszky / Hungr�a / 2018 / 7?) PREMIERE MADRID Dos astronautas encuentran la �ltima planta viva en un planeta desierto y yermo. Se embarcan en un viaje impulsado por la m�sica a trav�s de la galaxia para localizar un nuevo hogar para la planta bajo el cielo verdeSin di�logos  CHESS (Alexey Pochivalov / Rusia / 2019 / 7?) PREMIERE ESPA�A Un loco juego de ajedrez con piezas de arcilla?Sin di�logos  (IN) RETURN (Ioni?? Iulia-Petronela / Ruman�a, Portugal / 2018 / 6?) PREMIERE EUROPA Un ser cuyo poder es la luz, vive su vida dentro de un t�nel. Disfruta de su rutina diaria explorando la naturaleza. De repente, llega la lluvia y su destino cambia despu�s de otra serie inesperada de acontecimientos.Sin di�logos  AT THE SANCHEZES (Katalin Illes / Hungr�a / 2018 / 4?) PREMIERE ESPA�A Breve historia del matrimonio Sanchezes ?  Trailer  Sin di�logos.GORGAM-GALE MIBARAM (Amir Houshang Moein / Ir�n / 2019 / 9?) PREMIERE MADRIDLos ni�os interpretan la historia familiar del lobo y las cabritillas en la escuela como un teatro de t�teres. La cabra y el lobo se enfrentan entre s�. Como de costumbre, el lobo pierde, pero?  Trailer  Sin di�logos.  Presentaci�n y coloquio con los directores. PROYECCIONES RECOMENDADAS PARA NI�OS A PARTIR DE 12 A�OS.�";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20e9a4e0fe91d610VgnVCM1000001d4a900aRCRD";"28.� Festival de Cine de Madrid. Plataforma Nuevos Realizadores (PNR).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4e9a4e0fe91d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11014820;"Circo en Oto�o";"";"0";"1";"J,V,S,D";"";"2019-09-12 00:00:00.0";"2019-11-08 23:59:00.0";"";"Circo en Oto�o";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9752f0798df1d610VgnVCM1000001d4a900aRCRD";"Circo en Oto�o";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb52f0798df1d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD";"Teatro Circo Price";"440723";"4473051";"40.40596423138839";"-3.698601359753866";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11021766;"Circo, presente continuo";"";"0";"1";"L,M,X,J,V,S,D";"";"2019-11-07 00:00:00.0";"2019-11-08 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c059b9984c84d610VgnVCM1000001d4a900aRCRD";"Circo, presente continuo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfb2f0798df1d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11006064;"Circuit des Yeux's";"";"0";"0";"";"";"2019-10-15 00:00:00.0";"2019-10-15 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b1db861bc1dc610VgnVCM1000001d4a900aRCRD";"Suena Conde Duque. Tejiendo comunidad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a59b861bc1dc610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11013966;"CIRCUIT / EL VERANO DEL LE�N EL�CTRICO / CITY PLAZA HOTEL / FUSE / MARKETING";"";"0";"0";"";"";"2019-10-11 00:00:00.0";"2019-10-11 23:59:00.0";"";"CIRCUIT (Delia Hess / Suiza / 2018 / 9?) PREMIERE MADRID Atrapados en su propio peque�o universo, los habitantes de un peque�o planeta ejecutan sus po�ticos y surreales ritos, que se repiten en un bucle eterno. Lo que no saben es que todos y cada uno de ellos forman parte de un complejo ecosistema que solo funciona si cada de ellos cumple con su debida tarea.  Trailer  Sin di�logos  EL VERANO DEL LE�N ELECTRICO  (Diego C�spedes / Chile / 2018 / 22?) Escondidos en una casa lejos de la ciudad, Alonso acompa�a a su hermana, Daniela, quien espera convertirse en la s�ptima esposa de El Le�n, un profeta que (dicen) da la electricidad.  Trailer  Versi�n original en espa�ol  CITY PLAZA HOTEL (Anna Paula Honig y Violeta Paus / Francia / 2019 / 14?) PREMIERE ESPA�A Una aparente calma rodea el City Plaza Hotel en Atenas. En tiempos, el edificio estuvo abandonado. Pero entonces se empez� a llenar de gente que escapaba de las guerras en sus pa�ses natales. Una de estas personas es Zhenos, una ni�a de once a�os que vive en el hotel con su familia en un estado de continua incertidumbre. Esta pel�cula es una documentaci�n de la compleja realidad de una ni�a afgana cuyos sue�os est�n plagados por la sombra de oscuras memorias.  Trailer  Versi�n original subtitulado en espa�ol  FUSE (Shadi Abid / Alemania / 2018 / 7?) Una ratonera se cierra repentinamente, un mercado despierta. Un grupo de hombres discute la manera de matar al animalito en la ratonera. Cada uno intenta sobrepasar las s�dicas fantas�as del anterior, y hasta la sugerencia de un desconocido de dejar en libertad a la criatura resulta ser parte de un plan macabro. De lo que no se dan cuenta es que el horrible juego acabar� guiando a los atormentadores y a la v�ctima al mismo destino.  Trailer  Versi�n original subtitulado en espa�ol.  MARKETING (Gabriel Sagel / Argentina / 2019 / 15?) PREMIERE MUNDIAL Un empresario contrata a un ex-presidiario para que realice un crimen por encargo. Pero sus motivaciones son tan oscuras como el crimen mismo.  Trailer  Versi�n original en espa�ol.  Presentaci�n y coloquio con los directores.  �";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ceb8a4e0fe91d610VgnVCM1000001d4a900aRCRD";"28.� Festival de Cine de Madrid. Plataforma Nuevos Realizadores (PNR).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4e9a4e0fe91d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11031276;"Cirqus Quinta: Equilibrios";"";"0";"0";"";"";"2019-10-27 00:00:00.0";"2019-10-27 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1483bb68e18d610VgnVCM2000001f4a900aRCRD";"Cirqus Quinta: Equilibrios";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60761609d818d610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11031279;"Cirqus Quinta: Equilibrios";"";"0";"0";"";"";"2019-11-10 00:00:00.0";"2019-11-10 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0683bb68e18d610VgnVCM2000001f4a900aRCRD";"Cirqus Quinta: Equilibrios";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60761609d818d610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11031280;"Cirqus Quinta: Equilibrios";"";"0";"0";"";"";"2019-12-22 00:00:00.0";"2019-12-22 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43783bb68e18d610VgnVCM2000001f4a900aRCRD";"Cirqus Quinta: Equilibrios";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60761609d818d610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11023240;"Cirqus Quinta: Malabares y acrobacia";"";"0";"0";"";"";"2019-12-08 00:00:00.0";"2019-12-08 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4a4bb2cacd4d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11023237;"Cirqus Quinta: Malabares y acrobacia";"";"0";"0";"";"";"2019-10-13 00:00:00.0";"2019-10-13 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b864bb2cacd4d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11023238;"Cirqus Quinta: Malabares y acrobacia";"";"0";"0";"";"";"2019-11-24 00:00:00.0";"2019-11-24 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b84bb2cacd4d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11031444;"Clara Rey";"";"1";"0";"";"";"2019-10-18 00:00:00.0";"2019-10-18 23:59:00.0";"19:00";"Canci�n cubana con esta trovador y habanera.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30dbdfa88028d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD";"Centro Sociocultural El Greco (Latina)";"436578";"4473235";"40.407316328180464";"-3.747465416906973";"LATINA";"/contenido/actividades/Musica/EtnicaBatucada";"";
11009357;"Clases de dibujo";"";"1";"1";"V";"";"2019-09-06 00:00:00.0";"2020-06-26 23:59:00.0";"11:00";"En este curso aprender�s diversas t�cnicas comenzando desde las m�s sencillas, para ayudarte a desarrollar y mejorar tu habilidad en el dibujo. En las primeras clases nos centraremos en aprender a usar el l�piz: c�mo sostenerlo, practicaremos efectos de luz y sombra para generar volumen as� como diferentes trazos para crear texturas. Luego continuaremos con los l�pices de colores: aprender�s a aplicar bases y a mezclar los colores para un mejor acabado. Este curso va dirigido a todo aquel que quiera y le guste dibujar, no se necesita experiencia si no dedicaci�n para dominar las t�cnicas y as� ir creando tu propio estilo. Sala polivalente. Todos los viernes a las 11 h. Inscripciones en la biblioteca.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8be18615f07fc610VgnVCM2000001f4a900aRCRD";"Clases de dibujo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0af08cb5d4692610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal San Blas (San Blas-Canillejas)";"447249";"4474586";"40.420231627534996";"-3.6218113860909074";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"";
10962514;"Clases de dibujo";"";"1";"1";"M";"";"2019-09-03 00:00:00.0";"2020-06-23 23:59:00.0";"17:00";"En este curso aprender�s diversas t�cnicas comenzando desde las m�s sencillas, para ayudarte a desarrollar y mejorar tu habilidad en el dibujo. En las primeras clases nos centraremos en aprender a usar el l�piz: c�mo sostenerlo, practicaremos efectos de luz y sombra para generar volumen as� como diferentes trazos para crear texturas. Luego continuaremos con los l�pices de colores: aprender�s a aplicar bases y a mezclar los colores para un mejor acabado. Este curso va dirigido a todo aquel que quiera y le guste dibujar, no se necesita experiencia si no dedicaci�n para dominar las t�cnicas y as� ir creando tu propio estilo.   Sala polivalente.   Todos los martes a las 17 h.   Inscripciones en la biblioteca.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=71d324298880b610VgnVCM2000001f4a900aRCRD";"Clases de dibujo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0af08cb5d4692610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal San Blas (San Blas-Canillejas)";"447249";"4474586";"40.420231627534996";"-3.6218113860909074";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"";
11019278;"Clases semanales de yoga";"";"0";"1";"L,D";"";"2019-09-22 00:00:00.0";"2020-01-26 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=350400141de3d610VgnVCM1000001d4a900aRCRD";"Clases semanales de yoga";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=990400141de3d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/CursosTalleres";"";
11030260;"Clausura y representaci�n de la obra ganadora";"";"1";"0";"";"";"2019-10-26 00:00:00.0";"2019-10-26 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ded2bea09b17d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Torito (Moratalaz)";"445141";"4473033";"40.40609591857167";"-3.646536107063507";"MORATALAZ";"/contenido/actividades/TeatroPerformance";"";
10971886;"Club de ajedrez";"";"1";"1";"X";"";"2019-10-02 00:00:00.0";"2020-06-17 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f76a3337605b610VgnVCM2000001f4a900aRCRD";"Club de ajedrez";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58a454569af4b610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Pablo Neruda (Ciudad Lineal)";"445570";"4475617";"40.42941133441142";"-3.6416899839787695";"CIUDAD LINEAL";"/contenido/actividades/CursosTalleres";"";
11023268;"Coco";"";"1";"0";"";"";"2019-10-26 00:00:00.0";"2019-10-26 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da56bb2cacd4d610VgnVCM2000001f4a900aRCRD";"Coco";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dc5bb2cacd4d610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales/CineFiccion";"";
11026086;"CoderDojo. Convocatoria de octubre a febrero (2019/20)";"";"0";"1";"S";"";"2019-10-19 00:00:00.0";"2020-02-15 23:59:00.0";"00:00";"Logo de CoderDojo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d9ea85c7126d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD";"Medialab - Prado";"441135";"4473558";"40.410560776119";"-3.6937931079230744";"CENTRO";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias";
11032318;"Codicia";"";"1";"1";"L,M,X,J,V,S,D";"";"2019-10-07 00:00:00.0";"2019-10-21 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fe123f64f68d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural C�novas del Castillo (Usera)";"440579";"4470866";"40.38626143332092";"-3.7000825227295007";"USERA";"/contenido/actividades/Exposiciones";"";
10942044;"Colaboraci�n con la Fundaci�n MUSOL";"";"1";"1";"L,M,X,J,V,S,D";"";"2019-01-01 00:00:00.0";"2019-12-31 23:59:00.0";"00:00";"Colaboraciones de  las bibliotecas a lo largo de todo este a�o.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be236b5b63e6a610VgnVCM2000001f4a900aRCRD";"Colaboraci�n con la Fundaci�n MUSOL";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08a45a4251907610VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";
11031093;"Cold war";"";"1";"0";"";"";"2019-11-29 00:00:00.0";"2019-11-29 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=785c1609d818d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Francisco Fatou (Villa de Vallecas)";"447107";"4470075";"40.379584618162156";"-3.623110349262379";"VILLA DE VALLECAS";"/contenido/actividades/CineActividadesAudiovisuales";"";
11030733;"Collage Segunda Oportunidad";"";"1";"1";"L,M,X,J,V,S,D";"";"2019-11-04 00:00:00.0";"2019-11-30 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64c96e2efaf7d610VgnVCM1000001d4a900aRCRD";"Collage Segunda Oportunidad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8a96e2efaf7d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Francisco Fatou (Villa de Vallecas)";"447107";"4470075";"40.379584618162156";"-3.623110349262379";"VILLA DE VALLECAS";"/contenido/actividades/Exposiciones";"";
11031898;"Colombia es";"";"1";"0";"";"";"2019-10-11 00:00:00.0";"2019-10-11 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eeaec2e24a68d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa del Reloj (Arganzuela)";"440586";"4471782";"40.394522745106734";"-3.7000855961559855";"ARGANZUELA";"/contenido/actividades/TeatroPerformance";"";
11027937;"Colorines";"";"1";"0";"";"";"2019-10-11 00:00:00.0";"2019-10-11 23:59:00.0";"18:30";"Payasas. Las payasas colorines har�n re�r a toda la familia con sus divertidas historias y canciones de toda la vida.  Parque de Villa Rosa-Paco Ca�o.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7d10b04c486d610VgnVCM1000001d4a900aRCRD";"Parques de Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8591109a4676d610VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CircoMagia";"/usuario/Ni�os";
11025680;"C�mo se fabrican los sue�os";"";"1";"0";"";"";"2019-12-04 00:00:00.0";"2019-12-04 23:59:00.0";"19:00";"C�mo se fabrican los sue�os. Conferencias sobre Psicoan�lisis impartidas por Cl�mence Loonis, psicoanalista de Grupo Cero. Entrada libre hasta completar aforo. Sala de actividades.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9810d28e4e5d610VgnVCM2000001f4a900aRCRD";"La interpretaci�n de los sue�os";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea6f0d28e4e5d610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Iv�n de Vargas (Centro)";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"CENTRO";"/contenido/actividades/ConferenciasColoquios";"";
